Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,2013,3.0,284000,32000
Sonata,Taef,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,14000,1430
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.6,43629,43500
Charger,Dammam,Dodge,Automatic,Saudi,Full,2018,5.7,130000,2300
Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016,1.5,134000,23000
Charger,Riyadh,Dodge,Automatic,Other,Full,2020,3.6,9120,115000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,2.4,78000,63000
Odyssey,Dammam,Honda,Automatic,Saudi,Standard,2015,3.5,192000,58000
Patrol,Dammam,Nissan,Automatic,Saudi,Semi Full,2016,5.6,50000,150000
Other,Jeddah,Other,Manual,Other,Full,2017,1.4,100000,69000
Cadenza,Jeddah,Kia,Automatic,Saudi,Standard,2020,3.5,5000,108000
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2008,5.0,300000,27000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,260000,60000
Fusion,Hail,Ford,Automatic,Saudi,Semi Full,2015,2.4,178000,30000
E,Riyadh,Mercedes,Automatic,Other,Standard,2016,2.0,110440,98000
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2008,2.5,298000,20000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2018,3.5,65000,122000
Accent,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,23000
Land Cruiser,Other,Toyota,Automatic,Saudi,Full,2009,5.7,470000,76000
Sportage,Riyadh,Kia,Automatic,Saudi,Standard,2018,2.4,93000,54000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,3.0,56000,77000
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,110790,77000
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.4,76000,53000
Yukon,Qassim,Generalis Motors,Automatic,Saudi,Full,2012,5.3,270,39000
Azera,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2012,3.0,433000,30000
Flex,Dammam,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
Hiace,Riyadh,Toyota,Manual,Saudi,Semi Full,2014,2.0,188000,44000
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
H1,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.4,88826,60500
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2019,3.2,43000,236000
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2019,5.7,101000,220000
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012,5.7,311000,115000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,150000,47000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,58000
Edge,Qassim,Ford,Automatic,Saudi,Full,2012,3.5,395000,35000
Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2016,2.4,230000,45000
Cerato,Jeddah,Kia,Automatic,Saudi,Standard,2019,1.5,30766,42000
The 5,Jeddah,BMW,Automatic,Saudi,Full,2019,2.0,40000,220000
CX9,Jeddah,Mazda,Automatic,Saudi,Semi Full,2015,3.7,221000,48000
Edge,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013,3.5,106000,45000
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.6,41000,190000
G80,Riyadh,Genesis,Automatic,Saudi,Semi Full,2018,3.8,160000,100000
Altima,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018,2.5,48096,68000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013,5.7,257000,150000
Dokker,Riyadh,Renault,Manual,Saudi,Semi Full,2016,1.0,155000,20000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2013,6.0,79159,75000
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2012,3.0,131000,95000
Victoria,Dammam,Ford,Automatic,Saudi,Full,1997,4.8,377,12000
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2015,3.6,54300,63000
Corolla,Qassim,Toyota,Automatic,Saudi,Standard,2013,1.6,334000,36500
Corolla,Tabouk,Toyota,Automatic,Gulf Arabic,Semi Full,2015,2.5,96000,40000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016,2.7,174172,65000
Azera,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,3.0,147000,75000
G80,Jeddah,Genesis,Automatic,Saudi,Semi Full,2017,3.8,240000,80000
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2016,2.7,175000,77000
LX,Riyadh,Lexus,Automatic,Saudi,Full,2015,5.7,247000,165000
Charger,Yanbu,Dodge,Automatic,Saudi,Full,2013,5.7,144000,59000
Corolla,Riyadh,Toyota,Automatic,Saudi,Full,2020,1.6,58000,65000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016,1.4,98000,26000
CX9,Jeddah,Mazda,Automatic,Saudi,Standard,2020,2.5,20000,115000
Rio,Other,Kia,Automatic,Saudi,Standard,2019,1.4,55500,884
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,191500
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
Datsun,Jazan,Nissan,Manual,Saudi,Full,2015,2.4,147000,45000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016,2.4,250000,58000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,70000,39000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,170000,58000
Caprice,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2013,6.2,55769,90000
Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019,1.5,8200,107000
S,Dammam,Mercedes,Automatic,Saudi,Full,2013,3.0,110000,113000
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,310,40000
Durango,Riyadh,Dodge,Automatic,Saudi,Full,2013,5.7,213000,40000
Avalon,Riyadh,Toyota,Automatic,Saudi,Full,2011,3.5,359000,60000
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
Silverado,Dammam,Generalis Motors,Automatic,Gulf Arabic,Semi Full,2014,5.3,233,75000
ES,Jeddah,Lexus,Automatic,Saudi,Full,2019,3.5,26000,207000
G80,Riyadh,Genesis,Automatic,Saudi,Standard,2018,3.8,52329,93500
LX,Riyadh,Lexus,Automatic,Saudi,Full,2019,5.7,41142,381000
Edge,Al-Ahsa,Ford,Automatic,Gulf Arabic,Full,2007,3.5,372400,19000
Fusion,Jeddah,Ford,Automatic,Saudi,Standard,2014,1.6,167000,35000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,32000,33000
C300,Dammam,Chrysler,Automatic,Other,Full,2016,3.5,83000,86000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015,2.7,239900,46000
Fluence,Riyadh,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,22000
Senta fe,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2015,1.6,158000,54000
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,39750,40000
Impala,Dammam,Generalis Motors,Automatic,Saudi,Standard,2016,3.5,192000,65000
Edge,Riyadh,Ford,Automatic,Saudi,Standard,2013,3.6,240000,35000
Senta fe,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2015,3.3,350000,52000
Cherokee,Yanbu,Jeep,Automatic,Saudi,Standard,1998,4.0,270000,16000
Land Cruiser Pickup,Al-Medina,Toyota,Manual,Saudi,Standard,2014,6.0,192000,73000
Previa,Riyadh,Toyota,Automatic,Saudi,Standard,2002,2.9,30923,12000
E,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016,3.0,114000,106000
Patrol,Riyadh,Nissan,Automatic,Saudi,Semi Full,2015,4.0,134000,135000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,98659,27500
Altima,Qassim,Nissan,Automatic,Gulf Arabic,Semi Full,2015,2.5,13000,51000
Elantra,Aseer,Hyundai,Automatic,Saudi,Full,2015,2.0,169,30000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018,3.5,111,66000
Camry,Jeddah,Toyota,Automatic,Saudi,Semi Full,2008,1.7,280000,17000
S,Dammam,Mercedes,Automatic,Saudi,Full,2020,3.5,19700,395000
S,Dammam,Mercedes,Automatic,Other,Full,2016,3.0,56000,240000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2011,4.7,140000,110000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,5.7,6000,298000
Other,Dammam,Other,Automatic,Saudi,Full,2013,6.0,32000,400000
Camry,Dammam,Toyota,Automatic,Saudi,Full,2019,3.5,86000,110000
Carnival,Al-Ahsa,Kia,Automatic,Saudi,Semi Full,2013,3.5,256000,28000
E,Makkah,Mercedes,Automatic,Other,Full,2016,2.0,93000,117000
Malibu,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2016,2.5,203000,32000
Cruze,Taef,Generalis Motors,Automatic,Saudi,Standard,2013,1.8,120000,18000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.4,158000,29000
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Standard,2002,1.1,325605,30000
E,Jeddah,Mercedes,Automatic,Gulf Arabic,Full,2016,2.1,43000,125000
ES,Dammam,Lexus,Automatic,Saudi,Semi Full,2014,3.5,121000,90000
Prado,Jeddah,Toyota,Automatic,Saudi,Semi Full,2014,2.7,198000,76000
Edge,Jubail,Ford,Automatic,Other,Semi Full,2010,3.5,187200,25000
C,Jeddah,Mercedes,Automatic,Saudi,Full,2014,1.8,148925,79500
Rav4,Dammam,Toyota,Automatic,Saudi,Standard,2012,2.5,234000,30000
Tahoe,Al-Ahsa,Generalis Motors,Automatic,Saudi,Semi Full,2016,5.3,104000,112000
Tahoe,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,130000
C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2019,2.0,44000,185000
Ciocca,Riyadh,Toyota,Automatic,Saudi,Standard,2016,5.7,348000,79000
Other,Dammam,Other,Automatic,Saudi,Full,2013,3.5,26000,280000
RX5,Abha,Other,Automatic,Saudi,Full,2020,2.0,4500,65000
E,Riyadh,Mercedes,Automatic,Saudi,Full,2016,3.0,64000,120000
F150,Aseer,Ford,Automatic,Saudi,Semi Full,2019,5.7,59000,2665
Other,Jeddah,Other,Manual,Saudi,Full,2020,2.0,73000,1197
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2018,2.5,72000,95000
Rio,Taef,Kia,Automatic,Saudi,Standard,2014,1.6,141000,22000
Datsun,Al-Ahsa,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Semi Full,2017,3.5,159000,55000
LX,Riyadh,Lexus,Automatic,Saudi,Standard,2013,5.7,240000,145000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87537,26800
Azera,Tabouk,Hyundai,Automatic,Other,Semi Full,2020,3.5,37000,1846
Caprice,Dammam,Generalis Motors,Automatic,Saudi,Semi Full,2008,3.5,255000,25000
C300,Qassim,Chrysler,Automatic,Other,Full,2016,3.6,121000,72000
GS,Dammam,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,137000
LS,Riyadh,Lexus,Automatic,Saudi,Full,2020,3.6,27000,360000
Malibu,Riyadh,Generalis Motors,Automatic,Saudi,Full,2015,2.5,121000,17000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015,1.4,181802,25500
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Full,2004,4.0,600000,34800
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.6,99000,38500
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017,2.5,190144,54000
Avalon,Al-Medina,Toyota,Automatic,Saudi,Full,2014,3.8,156000,73000
Taurus,Dammam,Ford,Automatic,Other,Full,2016,3.5,129000,74000
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.5,56000,76000
Camaro,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Full,2013,5.7,243,55000
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,95794,74500
Expedition,Al-Medina,Ford,Automatic,Saudi,Semi Full,2020,5.4,14000,173000
Accord,Riyadh,Honda,Automatic,Saudi,Full,2016,3.5,89000,80000
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,12000,78000
Other,Riyadh,Nissan,Automatic,Saudi,Standard,2008,1.0,300,9500
Camry,Tabouk,Toyota,Automatic,Saudi,Standard,2017,2.5,120,55000
Azera,Jeddah,Hyundai,Automatic,Saudi,Standard,2021,3.5,10000,1800
Elantra,Jeddah,Hyundai,Automatic,Gulf Arabic,Semi Full,2017,2.0,51000,42000
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2020,1.5,37000,28000
Durango,Riyadh,Dodge,Automatic,Saudi,Full,2011,5.7,199000,40000
Yukon,Taef,Generalis Motors,Automatic,Saudi,Semi Full,2008,5.3,280000,42000
Accord,Qassim,Honda,Automatic,Gulf Arabic,Semi Full,2017,2.5,62847,82000
Land Cruiser,Jeddah,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,106665,205000
Fusion,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016,2.5,81000,46000
Suburban,Al-Ahsa,Generalis Motors,Automatic,Saudi,Semi Full,2004,5.3,111878,15000
Sierra,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,126000,111000
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2009,1.6,480000,15000
Land Cruiser Pickup,Tabouk,Toyota,Manual,Saudi,Semi Full,2015,4.0,96000,95000
CLA,Riyadh,Mercedes,Automatic,Other,Full,2020,2.0,15000,410000
Challenger,Jeddah,Dodge,Automatic,Saudi,Semi Full,2015,3.6,260,55000
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013,2.5,300000,35000
Other,Riyadh,Cadillac,Automatic,Saudi,Full,2018,3.6,27000,150000
Rav4,Makkah,Toyota,Automatic,Saudi,Full,2018,1.8,63000,90000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017,1.5,106646,22500
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,83000,50000
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2017,1.6,100000,44000
Camry,Jeddah,Toyota,Manual,Saudi,Standard,2010,2.0,550000,20000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
Camry,Al-Namas,Toyota,Automatic,Saudi,Full,2021,2.5,555,119000
LX,Jeddah,Lexus,Automatic,Other,Full,2006,4.7,246000,37000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.0,190000,38000
Charger,Dammam,Dodge,Automatic,Saudi,Full,2019,3.6,48000,85000
Yukon,Jeddah,Generalis Motors,Automatic,Saudi,Standard,2010,5.3,379538,65000
Accord,Qassim,Honda,Automatic,Gulf Arabic,Standard,2016,2.4,130000,61000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.5,10000,259000
Victoria,Aseer,Ford,Automatic,Saudi,Standard,2002,4.6,368000,10000
Escalade,Riyadh,Cadillac,Automatic,Other,Semi Full,2007,8.0,166000,48000
Corolla,Dammam,Toyota,Manual,Saudi,Semi Full,2001,1.3,600000,10000
Patrol,Jeddah,Nissan,Automatic,Saudi,Full,2017,6.0,12000,128000
Senta fe,Qassim,Hyundai,Automatic,Saudi,Full,2014,1.4,265000,52000
Land Cruiser Pickup,Qassim,Toyota,Manual,Gulf Arabic,Standard,2017,4.0,25471,122000
Navara,Riyadh,Nissan,Manual,Saudi,Semi Full,2015,2.0,45000,50000
Senta fe,Al-Baha,Hyundai,Automatic,Saudi,Full,2013,3.3,196000,39000
Silverado,Aseer,Generalis Motors,Automatic,Saudi,Full,2016,5.3,96000,95000
Civic,Dammam,Honda,Automatic,Saudi,Semi Full,2020,1.6,25000,68000
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2019,4.6,63000,252000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.5,124004,65000
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015,2.5,120000,48000
Hilux,Dammam,Toyota,Manual,Saudi,Full,2009,2.7,400,32000
Civic,Jeddah,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
Other,Jeddah,Hyundai,Automatic,Saudi,Full,2013,2.0,149675,25000
Spark,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2019,1.4,96342,25000
Patrol,Qassim,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
Furniture,Aseer,Toyota,Automatic,Saudi,Semi Full,2013,4.1,285000,55000
Senta fe,Hafar Al-Batin,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,45000
Optima,Dammam,Kia,Automatic,Saudi,Semi Full,2014,2.0,241000,35000
Accord,Jeddah,Honda,Automatic,Saudi,Full,2012,3.5,225000,32000
Escalade,Riyadh,Cadillac,Automatic,Saudi,Full,2009,6.2,219000,50000
Traverse,Al-Ahsa,Generalis Motors,Automatic,Saudi,Standard,2011,3.6,138000,24000
RX,Jeddah,Lexus,Automatic,Saudi,Full,2015,3.5,73000,110000
S,Riyadh,Mercedes,Automatic,Other,Standard,1980,3.0,160000,40000
Echo Sport,Riyadh,Ford,Automatic,Saudi,Standard,2016,1.5,217000,25000
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,2016,3.0,70000,290000
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2017,3.5,61000,63000
Other,Al-Ahsa,Other,Automatic,Saudi,Standard,2020,1.5,41000,988
Accent,Al-Ahsa,Hyundai,Automatic,Saudi,Standard,2019,1.4,65392,37000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2017,1.3,137200,32000
Wrangler,Riyadh,Jeep,Automatic,Saudi,Full,2019,3.6,16000,181000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2011,1.0,600000,36000
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,193000,58000
Innova,Jubail,Toyota,Automatic,Saudi,Full,2015,2.7,114000,49000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2015,2.0,191,38500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,102650,37500
Azera,Makkah,Hyundai,Automatic,Saudi,Full,2021,3.5,25000,2690
Other,Al-Medina,Other,Manual,Other,Standard,2009,2.4,1300,26000
Other,Qassim,Other,Manual,Saudi,Standard,2006,1.0,139000,12000
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2014,2.5,220,46000
Other,Riyadh,Other,Manual,Gulf Arabic,Standard,2017,2.7,145000,39500
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.4,76000,37500
Mustang,Riyadh,Ford,Automatic,Other,Full,2019,2.3,52000,139000
Other,Jeddah,Other,Automatic,Saudi,Full,2016,1.4,89000,25000
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,2015,1.5,204000,27500
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2015,3.5,103000,78000
Sportage,Riyadh,Kia,Automatic,Saudi,Full,2016,2.4,190000,62000
Copper,Al-Ahsa,Other,Automatic,Gulf Arabic,Semi Full,2016,2.0,107000,59000
Yukon,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2018,5.3,82469,146500
Yaris,Dammam,Toyota,Automatic,Saudi,Full,2020,1.5,2100,50000
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2019,2.7,113000,105000
A,Riyadh,Mercedes,Automatic,Other,Standard,2021,2.0,10000,179000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,104330,41500
Land Cruiser Pickup,Jeddah,Toyota,Manual,Saudi,Full,2016,4.0,26000,115000
Taurus,Yanbu,Ford,Automatic,Other,Semi Full,2016,3.5,125000,67000
Mustang,Dammam,Ford,Automatic,Other,Full,2016,2.3,84000,99000
Hilux,Jazan,Toyota,Manual,Saudi,Standard,2014,1.0,160,50000
Navara,Al-Namas,Nissan,Manual,Saudi,Semi Full,2015,2.5,119000,45000
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,2019,5.0,36000,400000
FJ,Dammam,Toyota,Automatic,Saudi,Semi Full,2017,4.0,127000,117000
Furniture,Riyadh,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016,1.5,133300,26000
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2017,2.7,73000,72000
S,Dammam,Mercedes,Automatic,Gulf Arabic,Full,2021,3.0,2500,748000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2020,2.0,10239,66500
Maxima,Jeddah,Nissan,Automatic,Other,Full,2002,3.0,340000,12000
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2019,2.0,101000,1300
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017,3.8,251000,65000
Other,Dammam,Generalis Motors,Manual,Saudi,Standard,2013,2.0,196000,28000
Yukon,Taef,Generalis Motors,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
Datsun,Riyadh,Nissan,Automatic,Saudi,Semi Full,2016,2.7,109766,50500
Other,Jeddah,Other,Automatic,Gulf Arabic,Semi Full,2018,2.0,14000,115000
Other,Al-Medina,Mitsubishi,Manual,Saudi,Standard,2006,2.5,140000,45000
Prado,Jeddah,Toyota,Automatic,Saudi,Standard,2016,4.0,74000,120000
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2014,3.6,322000,47500
Accord,Al-Ahsa,Honda,Automatic,Saudi,Semi Full,2019,1.5,11000,95800
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49498,40500
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,2016,2.0,202332,57000
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019,1.5,112000,39500
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019,1.5,66000,29000
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,72418,27500
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019,1.5,87042,29500
S300,Dammam,Chrysler,Automatic,Other,Full,2018,3.5,105000,112000
The 7,Jeddah,BMW,Automatic,Saudi,Full,2015,3.5,110000,105000
Wrangler,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019,3.6,26000,148000
C,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2015,2.0,99000,91500
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,95000,141000
Land Cruiser,Al-Jouf,Toyota,Automatic,Gulf Arabic,Full,2021,4.6,3000,260000
Sierra,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2016,5.3,205544,99500
IS,Jazan,Lexus,Automatic,Saudi,Full,2017,3.5,69000,150000
Other,Riyadh,Other,Automatic,Saudi,Standard,2021,1.5,4175,42500
Sonata,Al-Ahsa,Hyundai,Manual,Saudi,Standard,2019,2.4,3400,58000
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2014,3.8,271943,46500
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2020,2.5,25000,95000
Yaris,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,1.2,82000,34000
Impala,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Standard,2016,3.5,114000,65000
Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2021,2.7,980,120000
Sunny,Abha,Nissan,Manual,Other,Semi Full,2007,2.8,300020,15000
Datsun,Dammam,Nissan,Manual,Saudi,Semi Full,2016,2.4,125000,45000
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2016,2.4,190000,42000
Cadenza,Riyadh,Kia,Automatic,Saudi,Full,2017,3.3,88000,83000
Other,Aseer,Other,Automatic,Saudi,Full,2011,5.4,200000,60000
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,2.0,19000,59000
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017,1.6,169700,30000
Other,Jubail,Other,Automatic,Saudi,Standard,2014,1.6,170000,18500
Other,Riyadh,Other,Automatic,Saudi,Full,2017,2.4,65000,45000
FJ,Riyadh,Toyota,Automatic,Saudi,Semi Full,2020,4.0,17000,140000
Sonata,Riyadh,Hyundai,Automatic,Other,Standard,2008,2.0,382,12000
Patrol,Al-Medina,Nissan,Manual,Saudi,Standard,1999,1.6,600,16000
Expedition,Yanbu,Ford,Automatic,Saudi,Semi Full,2006,5.4,200000,12000
Camry,Abha,Toyota,Automatic,Other,Standard,2017,2.5,120000,59000
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,560,190000
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2017,2.7,192692,68500
ES,Makkah,Lexus,Automatic,Saudi,Semi Full,2013,2.5,239,65000
Yaris,Najran,Toyota,Automatic,Saudi,Standard,2019,1.6,85000,950
LS,Dammam,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,55000,298000
Malibu,Riyadh,Generalis Motors,Automatic,Saudi,Semi Full,2013,2.5,260,22500
LX,Taef,Lexus,Automatic,Saudi,Full,2014,5.0,100000,320000
Passat,Jeddah,Other,Automatic,Saudi,Standard,2014,2.5,88673,50000
Camry,Makkah,Toyota,Automatic,Saudi,Full,2020,2.5,1700,115000
Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2018,4.0,90000,138000
Sierra,Riyadh,Generalis Motors,Automatic,Gulf Arabic,Full,2020,5.3,37000,159000
FJ,Riyadh,Toyota,Automatic,Saudi,Standard,2020,4.0,46000,135000
Cressida,Riyadh,Toyota,Manual,Saudi,Semi Full,1993,4.0,492000,11000
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018,1.5,131099,36500
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2018,1.5,122000,37000
Acadia,Aseer,Generalis Motors,Automatic,Saudi,Semi Full,2017,3.6,298000,75000
CX9,Riyadh,Mazda,Automatic,Saudi,Full,2015,3.7,217162,68500
Optima,Jeddah,Kia,Automatic,Saudi,Standard,2015,2.0,72000,43000
Other,Dammam,Other,Automatic,Saudi,Full,2008,6.0,59000,280000
Other,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2020,1.2,15000,25000
CX9,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016,3.0,230000,50000
Mustang,Dammam,Ford,Automatic,Other,Full,2018,2.3,79000,122000
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,5.4,150000,52000
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.6,120496,40800
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2017,2.7,145997,64000
Other,Dammam,Other,Manual,Saudi,Standard,2016,1.6,162000,28000
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,2008,3.3,240,35000
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2010,4.6,200000,22000
Malibu,Riyadh,Generalis Motors,Automatic,Saudi,Standard,2019,1.5,127000,57000
